Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1
230,0,20.033333333333296,39.79,18.1,41.23,20.79,39.6333333333333,18.6,39.7266666666667,18.561111111111096,55.3433333333333,2.76666666666667,88.06,18.89,34.2466666666667,21.683333333333305,45.0427777777778,18.5,42.723333333333294,2.1,736.766666666667,87.6666666666667,2.66666666666667,23.3333333333333,0.2,28.31977088935673
80,0,20.1,39.73,18.1666666666667,41.06,20.73,39.5,18.6,39.33333333333329,18.6,53.4988888888889,2.966666666666669,87.8666666666667,18.8177777777778,33.9072222222222,21.6222222222222,44.5922222222222,18.5,42.39,2.3,736.5833333333329,86.8333333333333,2.833333333333329,24.166666666666696,0.25,0.7708656135946512
40,10,20.033333333333296,39.4,18.1666666666667,40.86,20.7,39.26,18.6,39.1266666666667,18.6,52.338888888888896,3.23,87.4933333333333,18.79,33.6966666666667,21.6,44.2244444444444,18.5,41.7966666666667,2.5,736.4,86.0,3.0,25.0,0.3,33.80116906482726
50,0,20.033333333333296,39.2666666666667,18.1666666666667,40.6633333333333,20.6333333333333,39.1266666666667,18.6,38.863333333333294,18.6,51.66,3.36333333333333,86.8933333333333,18.78,33.525,21.561111111111096,43.863333333333294,18.5,41.39,2.583333333333329,736.283333333333,85.6666666666667,3.16666666666667,25.166666666666696,0.35,22.03961439663544
70,0,20.0,39.06,18.1666666666667,40.53,20.6,39.06,18.533333333333296,38.73,18.616666666666696,51.0944444444444,3.45,85.9,18.74,33.4166666666667,21.53888888888889,43.5083333333333,18.463333333333296,40.863333333333294,2.66666666666667,736.1666666666669,85.3333333333333,3.333333333333329,25.3333333333333,0.4,15.399167209398
70,0,20.0,38.933333333333294,18.1333333333333,40.363333333333294,20.6,38.933333333333294,18.6,38.56,18.6277777777778,50.683888888888895,3.59,85.4933333333333,18.755,33.3205555555556,21.5166666666667,43.2772222222222,18.463333333333296,40.463333333333296,2.75,736.0499999999998,85.0,3.5,25.5,0.45,17.486848204862326
80,0,20.0,38.79,18.2,40.29,20.6,38.9,18.533333333333296,38.5,18.6,50.2377777777778,3.6633333333333296,85.09999999999998,18.71,33.255,21.4938888888889,43.0877777777778,18.39,39.93,2.833333333333329,735.9333333333329,84.6666666666667,3.666666666666672,25.666666666666696,0.5,29.488239774946123
60,0,20.0,38.73,18.1,40.145,20.533333333333296,38.8266666666667,18.5,38.4,18.6,49.8922222222222,3.79,84.3966666666667,18.7,33.2,21.4816666666667,42.8805555555556,18.39,39.73,2.91666666666667,735.8166666666668,84.3333333333333,3.8333333333333295,25.8333333333333,0.55,14.9580753990449
50,0,19.963333333333296,38.2666666666667,18.1,39.83333333333329,20.5,38.56,18.5,38.29,18.6,49.56,3.79,84.6566666666667,18.6777777777778,33.1755555555556,21.4694444444444,42.765,18.32333333333329,39.4666666666667,3.0,735.7,84.0,4.0,26.0,0.6,11.963804170954973
320,0,19.89,38.0,18.1,39.6266666666667,20.5,38.433333333333294,18.5,38.43,18.6,49.3227777777778,3.9333333333333296,85.5333333333333,18.65,33.145,21.4205555555556,42.728888888888896,18.32333333333329,39.3266666666667,2.9833333333333294,735.5499999999998,85.1666666666667,4.16666666666667,32.5,0.766666666666667,46.4308536844328
390,10,19.89,38.1566666666667,18.1333333333333,39.6633333333333,20.4266666666667,38.39,18.5,38.53,18.6,48.7755555555556,4.12666666666667,86.2,18.6277777777778,33.2066666666667,21.3961111111111,42.8688888888889,18.29,39.09,2.966666666666669,735.4,86.3333333333333,4.3333333333333295,39.0,0.933333333333333,31.90692320931703
300,0,19.89,38.363333333333294,18.2,39.863333333333294,20.56666666666669,38.863333333333294,18.5,38.6633333333333,18.6,48.33333333333329,4.3333333333333295,86.2266666666667,18.616666666666696,33.26,21.39,43.033888888888896,18.29,38.963333333333296,2.95,735.25,87.5,4.5,45.5,1.1,25.710795156192034
310,0,19.89,38.73,18.26,40.2,20.86,39.59666666666671,18.5,38.9,18.6,48.0555555555556,4.3333333333333295,86.09999999999998,18.6611111111111,33.7611111111111,21.39,43.2027777777778,18.29,38.863333333333294,2.93333333333333,735.1,88.6666666666667,4.66666666666667,52.0,1.26666666666667,8.588453312404452
250,10,19.89,38.79,18.2,40.26,21.1333333333333,39.79,18.5,38.7666666666667,18.6,48.9394444444444,4.463333333333329,86.6333333333333,18.7,34.09,21.445,43.4377777777778,18.29,38.73,2.91666666666667,734.95,89.8333333333333,4.8333333333333295,58.5,1.43333333333333,33.84263535263017
250,10,19.89,39.19333333333329,18.2,40.59666666666671,21.32333333333329,39.7,18.5,38.8266666666667,18.588888888888896,50.018333333333295,4.65666666666667,86.8333333333333,18.7,34.085,21.5,43.5,18.29,39.23,2.9,734.7999999999998,91.0,5.0,65.0,1.6,20.40659626945853
130,0,19.963333333333296,40.2666666666667,18.26,40.99,21.463333333333296,39.7,18.5,38.9666666666667,18.5055555555556,50.7205555555556,4.65666666666667,85.8933333333333,18.683333333333305,33.9933333333333,21.55,43.45,18.29,39.29,2.91666666666667,734.65,91.5,5.0,64.5,1.68333333333333,25.99776367424056
100,10,20.033333333333296,44.0633333333333,18.29,41.9566666666667,21.6333333333333,39.6333333333333,18.5,39.0666666666667,18.5,51.2461111111111,4.53,85.6333333333333,18.65,33.95,21.616666666666696,43.4538888888889,18.29,39.2,2.93333333333333,734.5,92.0,5.0,64.0,1.76666666666667,45.89857505634427
100,10,20.1,43.2225,18.29,42.43,21.625,39.1925,18.5,39.33333333333329,18.5,51.6755555555556,4.6233333333333295,86.4633333333333,18.6666666666667,33.9666666666667,21.7,43.7205555555556,18.29,39.1266666666667,2.95,734.35,92.5,5.0,63.5,1.85,46.52031112927944
220,0,20.1,42.3666666666667,18.29,42.5,21.533333333333296,39.09,18.5,39.73,18.5,52.0644444444444,4.6233333333333295,85.73,18.6777777777778,34.0733333333333,21.755,44.0055555555556,18.29,38.95,2.966666666666669,734.2,93.0,5.0,63.0,1.93333333333333,18.26695930212736
240,10,20.1,42.29,18.29,42.433333333333294,21.39,39.09,18.5,39.73,18.463333333333296,52.2411111111111,4.56,86.1333333333333,18.6888888888889,34.3777777777778,21.79,44.2422222222222,18.29,38.83333333333329,2.9833333333333294,734.0499999999998,93.5,5.0,62.5,2.0166666666666706,37.52418530639261
150,0,20.1,42.5633333333333,18.32333333333329,42.6333333333333,21.39,39.09,18.5,39.56,18.4572222222222,52.3877777777778,4.56,86.4,18.7,34.3694444444444,21.785,43.433888888888895,18.23,38.6266666666667,3.0,733.9,94.0,5.0,62.0,2.1,12.138468469493093
100,0,20.2,42.463333333333296,18.32333333333329,42.9666666666667,21.39,39.09,18.5,39.433333333333294,18.39,52.488333333333294,4.545,86.4,18.7,34.2772222222222,21.74,43.0572222222222,18.23,38.6266666666667,3.03333333333333,733.733333333333,94.1666666666667,4.8333333333333295,62.33333333333329,2.15,36.240837536752224
110,0,20.2,42.463333333333296,18.32333333333329,43.0,21.39,39.1633333333333,18.5,39.363333333333294,18.39,52.58,4.6233333333333295,87.1666666666667,18.7,34.37,21.71,42.8738888888889,18.23,38.6266666666667,3.06666666666667,733.5666666666668,94.3333333333333,4.66666666666667,62.66666666666669,2.2,36.04325646301732
100,10,20.23,42.1633333333333,18.39,42.933333333333294,21.29,39.23,18.5,39.29,18.39,52.63888888888889,4.69,87.2266666666667,18.7,34.7227777777778,21.715,42.765,18.2,38.59,3.1,733.4,94.5,4.5,63.0,2.25,3.5319421556778248
90,0,20.29,41.89,18.533333333333296,42.9666666666667,21.29,39.29,18.5,39.2,18.39,52.5994444444444,4.59,87.19333333333331,18.755,34.8872222222222,21.755,42.6277777777778,18.2,38.59,3.13333333333333,733.233333333333,94.6666666666667,4.3333333333333295,63.33333333333329,2.3,0.0685879727825522
100,0,20.32333333333329,41.6633333333333,18.72666666666669,42.9,21.29,39.3266666666667,18.5,39.1175,18.39,52.4205555555556,4.65666666666667,87.79999999999998,18.77,35.0338888888889,21.755,42.51,18.2,38.59,3.16666666666667,733.0666666666668,94.8333333333333,4.16666666666667,63.66666666666669,2.35,31.90674956422299
90,0,20.39,41.53,18.995,42.69,21.23,39.3266666666667,18.5,39.09,18.39,52.3022222222222,4.8333333333333295,87.9333333333333,18.79,35.2427777777778,21.79,42.4327777777778,18.2,38.59,3.2,732.9,95.0,4.0,64.0,2.4,27.03080009669065
100,0,20.533333333333296,41.4666666666667,19.23,42.363333333333294,21.2,39.4,18.56666666666669,39.4266666666667,18.39,52.245,4.8333333333333295,87.59999999999998,18.79,35.3633333333333,21.79,42.3494444444444,18.2,38.59,3.28333333333333,732.75,95.0,4.16666666666667,63.83333333333329,2.4833333333333294,39.802835043519735
100,10,20.6,41.2666666666667,19.3566666666667,42.09666666666671,21.2,39.4666666666667,18.9666666666667,40.0933333333333,18.39,52.23,4.93333333333333,88.0266666666667,18.79,35.3816666666667,21.8066666666667,42.6844444444444,18.2,38.59,3.36666666666667,732.6,95.0,4.3333333333333295,63.66666666666669,2.56666666666667,29.095051891636103
100,10,20.7,41.0266666666667,19.5,41.69333333333329,21.2,39.5,19.63,40.7,18.39,52.1572222222222,5.12666666666667,88.29999999999998,18.8705555555556,36.04166666666671,21.89,42.9277777777778,18.2,38.73,3.45,732.45,95.0,4.5,63.5,2.65,23.6719241598621
100,10,20.76,40.8266666666667,19.56666666666669,41.36,21.1333333333333,39.5,20.0966666666667,40.6266666666667,18.39,52.09,5.3,88.1566666666667,19.1494444444444,37.2844444444444,21.9572222222222,43.035,18.2,38.79,3.53333333333333,732.2999999999998,95.0,4.66666666666667,63.33333333333329,2.7333333333333294,49.52359034214169
100,10,20.79,40.56,19.6,41.06,21.1,39.59,20.4933333333333,40.5,18.39,52.075,5.22666666666667,87.8233333333333,19.33,37.533888888888896,22.0,43.17,18.2,38.79,3.61666666666667,732.15,95.0,4.8333333333333295,63.16666666666669,2.81666666666667,49.389644630718976
100,0,20.8566666666667,40.56,19.6666666666667,41.06,21.1,39.53,20.9,40.36,18.3622222222222,52.02,5.26,88.1333333333333,19.4816666666667,37.775,22.0833333333333,43.558333333333294,18.2,38.79,3.7,732.0,95.0,5.0,63.0,2.9,14.371999190188944
80,0,20.89,40.53,19.7,41.0,21.1,39.59,21.3,40.26,18.32333333333329,52.0,5.4,88.4,19.5222222222222,37.8666666666667,22.1,43.5372222222222,18.2,38.79,3.716666666666669,731.9166666666669,95.0,5.0,56.0,2.91666666666667,35.59717492898926
80,0,20.963333333333296,40.723333333333294,19.76,41.06,21.1,39.6633333333333,21.56666666666669,40.1266666666667,18.3011111111111,52.0,5.36666666666667,88.26333333333329,19.4572222222222,37.34666666666671,22.061111111111096,43.0094444444444,18.2,38.79,3.7333333333333294,731.8333333333329,95.0,5.0,49.0,2.93333333333333,10.560622834600508
70,0,21.033333333333296,40.7,19.82333333333329,41.06,21.1,39.7,21.43,39.99,18.29,52.0,5.3,88.3966666666667,19.34,36.9294444444444,22.0,42.3816666666667,18.2,38.79,3.75,731.75,95.0,5.0,42.0,2.95,7.882483711000533
60,0,21.1,40.7,19.963333333333296,41.0,21.1,39.7675,21.29,39.6566666666667,18.29,52.0,5.36666666666667,88.43,19.235,36.4911111111111,21.9816666666667,41.8605555555556,18.2,38.863333333333294,3.766666666666671,731.6666666666669,95.0,5.0,35.0,2.966666666666669,49.44281338248402
70,0,21.15,40.59,20.06666666666669,40.9666666666667,21.1,39.79,21.06666666666669,39.33333333333329,18.29,51.9388888888889,5.5,88.62333333333329,19.1722222222222,36.1944444444444,21.89,41.4416666666667,18.2,38.9,3.7833333333333297,731.5833333333329,95.0,5.0,28.0,2.9833333333333294,40.79577623633668
70,0,21.29,40.1966666666667,20.2,40.5666666666667,21.1,39.76,20.9266666666667,39.1266666666667,18.29,51.90388888888889,5.4,88.295,19.1,36.0311111111111,21.89,41.2027777777778,18.2,38.9,3.8,731.5,95.0,5.0,21.0,3.0,32.16406246647239
80,0,21.29,39.73,20.1,39.7966666666667,21.1,39.5666666666667,20.76,38.863333333333294,18.29,51.7672222222222,5.3333333333333295,88.59,19.1277777777778,36.3877777777778,21.89,41.26333333333329,18.2,38.9666666666667,3.7833333333333297,731.4333333333329,95.0,5.0,20.8333333333333,2.9833333333333294,28.01643578568473
80,0,21.32333333333329,39.83333333333329,20.1666666666667,39.53,21.1,39.26,20.6333333333333,38.73,18.29,51.645,5.3333333333333295,88.3966666666667,19.2,36.6755555555556,21.89,41.5222222222222,18.2,38.9666666666667,3.766666666666671,731.366666666667,95.0,5.0,20.666666666666696,2.966666666666669,24.88299190299585
100,0,21.39,39.6266666666667,20.23,39.6266666666667,21.1,39.2,20.463333333333296,38.6633333333333,18.29,51.555,5.15666666666667,87.9,19.1722222222222,36.5111111111111,21.945,41.6877777777778,18.2,38.9,3.75,731.2999999999998,95.0,5.0,20.5,2.95,19.079491717275232
100,0,21.5,39.6633333333333,20.3566666666667,39.6266666666667,21.1,39.29,20.32333333333329,38.53,18.29,51.5,4.963333333333329,87.96666666666668,19.1,36.228888888888896,22.0166666666667,41.6511111111111,18.2,38.9,3.7333333333333294,731.233333333333,95.0,5.0,20.3333333333333,2.93333333333333,34.78507568361238
90,0,21.5,39.53,20.39,39.5,21.1,39.29,20.26,38.4666666666667,18.29,51.4611111111111,4.8,88.2933333333333,19.0833333333333,35.9788888888889,22.1333333333333,41.6694444444444,18.2,38.9,3.716666666666669,731.1666666666669,95.0,5.0,20.166666666666696,2.91666666666667,26.020653336308897
100,0,21.5,39.5,20.39,39.433333333333294,21.1333333333333,39.4,20.175,38.4,18.29,51.4222222222222,4.8,88.7,19.033333333333296,35.7411111111111,22.1994444444444,41.535,18.1666666666667,38.76,3.7,731.1,95.0,5.0,20.0,2.9,16.364941466599703
90,0,21.56666666666669,39.433333333333294,20.445,39.45,21.2,39.4,20.033333333333296,38.3266666666667,18.29,51.4,4.69,89.2266666666667,19.0,35.5872222222222,22.26,41.4777777777778,18.1,38.7,3.666666666666672,731.0666666666668,95.1666666666667,5.0,24.0,2.9,30.73435320984572
60,0,21.6,39.363333333333294,20.39,39.4,21.2,39.433333333333294,19.89,38.4,18.29,51.3572222222222,4.69,89.6266666666667,18.9938888888889,35.5044444444444,22.3288888888889,41.488888888888894,18.1,38.59,3.6333333333333298,731.033333333333,95.3333333333333,5.0,28.0,2.9,5.64707440789789
90,0,21.6,39.29,20.39,39.4,21.2,39.5,19.82333333333329,38.3266666666667,18.29,51.3022222222222,4.59,89.8333333333333,18.9266666666667,35.4111111111111,22.3622222222222,41.4666666666667,18.1,38.59,3.6,731.0,95.5,5.0,32.0,2.9,29.834437789395448
60,0,21.5,39.29,20.29,39.4,21.1333333333333,39.433333333333294,19.73,38.3266666666667,18.29,51.29,4.59,89.96666666666668,18.89,35.3327777777778,22.29,41.575,18.1,38.59,3.56666666666667,730.966666666667,95.6666666666667,5.0,36.0,2.9,38.98164248093963
80,0,21.5,39.23,20.29,39.4,21.1333333333333,39.5,19.73,38.4,18.29,51.218,4.5,90.2266666666667,18.89,35.29,22.3122222222222,41.59,18.1,38.59,3.53333333333333,730.9333333333329,95.8333333333333,5.0,40.0,2.9,26.648144412320107
90,20,21.5,39.2,20.26,39.4,21.1,39.5,19.6,38.3266666666667,18.29,51.145,4.5,90.3666666666667,18.89,35.275,22.3288888888889,41.59,18.1,38.59,3.5,730.9,96.0,5.0,44.0,2.9,26.77312856540084
100,30,21.4266666666667,39.1266666666667,20.2,39.4,21.1,39.433333333333294,19.6,38.6,18.27,51.07,4.36666666666667,90.49666666666668,18.89,35.225,22.4205555555556,41.57,18.1,38.59,3.5,730.9166666666669,96.0,5.0,47.5,2.9,24.194570293184366
160,10,21.39,39.09,20.2,39.363333333333294,21.0,39.29,19.6,39.0666666666667,18.265,51.065,4.3,90.83,18.9022222222222,35.5261111111111,22.5166666666667,41.6022222222222,18.033333333333296,38.53,3.5,730.9333333333329,96.0,5.0,51.0,2.9,23.0300925206393
410,20,21.39,39.09,20.2,39.29,21.06666666666669,39.43,19.6,39.2,18.235,50.9777777777778,4.263333333333329,91.0,18.9572222222222,35.6877777777778,22.6,41.6022222222222,18.033333333333296,38.53,3.5,730.95,96.0,5.0,54.5,2.9,39.9142507230863
550,20,21.39,39.1266666666667,20.2,39.29,21.1333333333333,39.5,19.6,39.29,18.26,50.9666666666667,4.263333333333329,91.1266666666667,19.0166666666667,35.7811111111111,22.6388888888889,41.55611111111111,18.0,38.5,3.5,730.966666666667,96.0,5.0,58.0,2.9,4.706660856027156
500,20,21.463333333333296,39.26,20.2,39.363333333333294,21.2,39.5225,19.6,39.43,18.255,50.94388888888889,4.19,91.14,19.1,35.8633333333333,22.65,41.7127777777778,18.0,38.5,3.5,730.983333333333,96.0,5.0,61.5,2.9,47.86661663092673
550,10,21.5,40.745,20.2,39.463333333333296,21.26,39.723333333333294,19.6,39.6566666666667,18.21,50.8816666666667,4.19,91.19,19.1111111111111,35.9,22.6,41.9688888888889,18.0,38.5,3.5,731.0,96.0,5.0,65.0,2.9,10.656372865196316
140,10,21.6333333333333,44.1333333333333,20.26,39.9233333333333,21.32333333333329,40.1333333333333,19.6,40.0633333333333,18.235,50.98,4.19,91.19,19.1277777777778,35.9388888888889,22.6,42.3727777777778,18.0,38.5,3.5,731.033333333333,96.0,4.8333333333333295,64.8333333333333,2.9,20.52199436584488
80,10,21.9,45.1333333333333,20.39,41.1966666666667,21.463333333333296,40.86,19.533333333333296,41.1966666666667,18.28,51.28,4.19,91.26,19.1055555555556,35.8233333333333,22.6,42.2944444444444,18.0,38.5,3.5,731.0666666666668,96.0,4.66666666666667,64.6666666666667,2.9,34.26161268725991
90,10,22.1333333333333,43.9966666666667,20.39,41.99,21.463333333333296,41.0266666666667,19.6,42.323333333333295,18.24,51.5672222222222,4.19,91.3333333333333,19.1,35.645,22.6,42.225,18.0,38.5,3.5,731.1,96.0,4.5,64.5,2.9,27.18032618286088
120,30,22.2,43.53,20.5,42.06,21.39,40.9,19.6,43.0,18.26,51.7983333333333,4.19,91.3,19.1,35.4983333333333,22.6,42.5161111111111,18.0,38.5,3.5,731.1333333333331,96.0,4.3333333333333295,64.3333333333333,2.9,8.532113814726472
120,10,22.1666666666667,42.6233333333333,20.5,42.0,21.39,41.2,19.6,43.46,18.255,51.8988888888889,4.19,91.3,19.05,35.345,22.6,42.6694444444444,17.9266666666667,38.5,3.5,731.1666666666669,96.0,4.16666666666667,64.1666666666667,2.9,35.2397529873997
90,10,22.1,42.03,20.5,41.6633333333333,21.39,41.2,19.7,43.4966666666667,18.255,51.9611111111111,4.15666666666667,91.4,19.0,35.255,22.6222222222222,42.5072222222222,17.9266666666667,38.5,3.5,731.2,96.0,4.0,64.0,2.9,34.564964822493494
80,0,22.1,41.6333333333333,20.5,41.53,21.5,41.223333333333294,19.675,42.6175,18.265,51.9722222222222,4.09,91.4,19.0,35.2,22.5722222222222,42.1622222222222,17.89,38.5,3.466666666666669,731.25,96.1666666666667,4.0,62.33333333333329,2.9,26.539530395530164
80,0,22.1,41.36,20.6,41.79,21.5,41.03,19.6,41.9266666666667,18.23,51.933333333333294,4.09,91.4,18.9877777777778,35.1327777777778,22.4572222222222,41.7311111111111,17.89,38.5,3.43333333333333,731.2999999999998,96.3333333333333,4.0,60.66666666666669,2.9,44.645501545164734
80,0,22.2,41.1333333333333,20.675,41.74,21.5,41.0,19.6,41.43,18.27,51.9777777777778,4.09,91.46666666666668,18.9694444444444,35.045,22.3622222222222,41.3555555555556,17.89,38.5,3.4,731.35,96.5,4.0,59.0,2.9,16.105543728917837
70,0,22.2,40.933333333333294,20.7,41.59,21.5,40.933333333333294,19.533333333333296,41.09666666666671,18.265,51.94333333333329,4.06,91.46666666666668,18.9022222222222,35.0,22.285,41.155,17.89,38.5,3.36666666666667,731.4,96.6666666666667,4.0,57.33333333333329,2.9,41.412594774737954
80,0,22.29,40.76,20.73,41.4,21.5,40.9,19.5,40.76,18.26,51.8877777777778,4.0,91.4,18.89,35.0,22.21,40.768333333333295,17.89,38.5,3.333333333333329,731.45,96.8333333333333,4.0,55.66666666666669,2.9,38.90802348032594
70,0,22.29,40.6266666666667,20.79,41.4,21.5,40.9,19.5,40.5666666666667,18.27,51.9,4.0,91.5,18.89,34.9944444444444,22.1388888888889,40.5933333333333,17.89,38.5,3.3,731.5,97.0,4.0,54.0,2.9,4.598271427676082
60,0,22.29,40.56,20.82333333333329,41.23,21.5,40.79,19.463333333333296,40.33333333333329,18.215,51.8033333333333,4.0,91.5,18.89,34.9333333333333,22.088888888888896,40.46,17.89,38.5,3.2666666666666706,731.5499999999998,97.1666666666667,3.8333333333333295,53.0,2.88333333333333,47.62641624547541
80,0,22.3566666666667,40.36,20.89,41.29,21.5,40.79,19.39,40.1266666666667,18.235,51.765,4.0,91.56,18.89,34.9222222222222,22.0277777777778,40.3155555555556,17.89,38.5,3.2333333333333294,731.6,97.3333333333333,3.666666666666672,52.0,2.86666666666667,27.52563500544056
80,0,22.39,40.2,20.89,41.23,21.5,40.7,19.39,39.9666666666667,18.24,51.705,3.975,91.5675,18.89,34.9,21.9877777777778,40.1794444444444,17.8233333333333,38.5,3.2,731.65,97.5,3.5,51.0,2.85,40.91614044737072
80,0,22.39,40.2,20.82333333333329,41.23,21.5,40.6266666666667,19.39,39.9,18.24,51.7,3.9,91.59,18.8288888888889,34.8327777777778,21.8961111111111,40.035,17.8233333333333,38.5,3.16666666666667,731.7,97.6666666666667,3.333333333333329,50.0,2.833333333333329,25.19777985289693
70,0,22.3566666666667,40.09,20.79,41.2,21.5,40.56,19.3566666666667,39.76,18.23,51.6327777777778,3.9,91.69,18.8011111111111,34.775,21.84,39.95,17.79,38.5,3.13333333333333,731.75,97.8333333333333,3.16666666666667,49.0,2.81666666666667,35.46545332064852
80,0,22.29,40.03,20.79,41.2,21.5,40.5,19.29,39.6266666666667,18.25,51.59,3.9,91.62333333333328,18.82333333333329,34.73,21.79,39.808333333333294,17.79,38.5,3.1,731.7999999999998,98.0,3.0,48.0,2.8,40.86286126403137
70,0,22.29,40.0,20.76,41.1633333333333,21.5,40.433333333333294,19.29,39.56,18.275,51.585,3.79,91.59,18.8066666666667,34.715,21.79,39.79,17.84,38.5,3.083333333333329,731.866666666667,98.0,2.833333333333329,46.16666666666669,2.78333333333333,5.465159099549055
60,20,22.2675,39.8975,20.7,41.03,21.39,40.26,19.29,39.5,18.235,51.51,3.79,91.59,18.7955555555556,34.71,21.775,39.76,17.8233333333333,38.5,3.06666666666667,731.9333333333329,98.0,2.66666666666667,44.33333333333329,2.7666666666666706,32.46101854601875
30,10,22.2,39.79,20.7,40.9666666666667,21.39,40.2,19.29,39.76333333333329,18.235,51.535,3.76,91.69,18.8066666666667,35.045,21.7,39.8983333333333,17.8233333333333,38.5,3.05,732.0,98.0,2.5,42.5,2.75,21.42765978351236
40,10,22.1666666666667,39.933333333333294,20.6333333333333,40.6333333333333,21.39,40.29,19.29,40.363333333333294,18.2,51.6205555555556,3.7,91.69,18.9461111111111,35.9588888888889,21.71,40.9233333333333,17.89,39.3,3.03333333333333,732.0666666666668,98.0,2.333333333333329,40.66666666666669,2.7333333333333294,4.768187471199781
30,10,22.1,40.06,20.5,40.29,21.39,40.363333333333294,19.29,40.5666666666667,18.2,51.6755555555556,3.7,91.69,19.0,36.2327777777778,21.775,41.8972222222222,17.89,40.16,3.0166666666666706,732.1333333333331,98.0,2.16666666666667,38.83333333333329,2.716666666666669,4.14725384907797
40,0,22.1,40.06,20.5,40.363333333333294,21.39,40.53,19.29,40.7,18.2,51.71,3.7,91.69,19.061111111111096,36.518333333333295,21.79,42.6822222222222,18.0,40.7666666666667,3.0,732.2,98.0,2.0,37.0,2.7,18.37730964180082
70,10,22.033333333333296,39.933333333333294,20.39,40.433333333333294,21.39,40.59,19.29,40.8266666666667,18.2,51.785,3.7,91.7266666666667,19.0777777777778,36.745,21.79,43.238333333333294,18.0,41.0266666666667,2.9833333333333294,732.3166666666668,98.0,2.0,36.0,2.68333333333333,26.229574694298208
60,0,21.963333333333296,39.9,20.32333333333329,40.56,21.39,40.59,19.2675,40.8725,18.2,51.8205555555556,3.7,91.8,19.1,36.79,21.79,43.7211111111111,18.0,41.3266666666667,2.966666666666669,732.4333333333329,98.0,2.0,35.0,2.66666666666667,43.508429848589
70,10,21.89,39.9,20.26,40.59,21.39,40.59,19.2,40.863333333333294,18.2,51.9,3.59,91.69,19.1,36.8144444444444,21.79,44.088888888888896,18.0,41.5266666666667,2.95,732.5499999999998,98.0,2.0,34.0,2.65,5.805244029033929
40,10,21.8566666666667,39.9,20.175,40.6725,21.39,40.59,19.2,40.9,18.2,51.95,3.6633333333333296,91.76333333333328,19.0777777777778,36.7761111111111,21.79,44.3588888888889,18.0,41.7,2.93333333333333,732.6666666666669,98.0,2.0,33.0,2.63333333333333,41.25181229319424
60,0,21.79,39.9,20.1,40.7,21.39,40.59,19.2,40.9666666666667,18.1777777777778,51.9777777777778,3.59,91.7266666666667,19.1,36.9155555555556,21.79,44.545,18.0,41.83333333333329,2.91666666666667,732.783333333333,98.0,2.0,32.0,2.61666666666667,44.41068454179913
50,10,21.79,39.9,20.1,40.79,21.39,40.59,19.2,41.0,18.2,52.0,3.53,91.93333333333328,19.1,37.073333333333295,21.79,44.7166666666667,18.0,41.933333333333294,2.9,732.9,98.0,2.0,31.0,2.6,48.32097803009674
50,0,21.79,39.9,20.033333333333296,40.73,21.39,40.59,19.2,41.06,18.2,52.015,3.466666666666669,92.1566666666667,19.1,37.2755555555556,21.79,44.79,18.0,42.1333333333333,2.86666666666667,732.95,98.1666666666667,2.16666666666667,28.5,2.6,33.339359250385314
60,10,21.7,39.933333333333294,19.89,40.79,21.39,40.53,19.2,41.09,18.2,52.09,3.4,92.165,19.1,37.4611111111111,21.735,44.8738888888889,18.0,42.36,2.833333333333329,733.0,98.3333333333333,2.333333333333329,26.0,2.6,8.168114791624248
40,0,21.6333333333333,39.86,19.89,40.79,21.39,40.59,19.2,41.09,18.1888888888889,52.09,3.4,92.19,19.1,37.545,21.7,45.045,18.0,42.6333333333333,2.8,733.0499999999998,98.5,2.5,23.5,2.6,16.19750935351476
60,10,21.6,39.9,19.79,40.79,21.39,40.59,19.1,41.09,18.1611111111111,52.09,3.4,92.19,19.1,37.6572222222222,21.74,45.1722222222222,18.0,42.86,2.7666666666666706,733.1,98.6666666666667,2.66666666666667,21.0,2.6,12.559574272017924
60,10,21.6,39.9,19.79,40.79,21.39,40.53,19.1,41.09,18.1111111111111,52.09,3.4,92.19,19.1,37.715,21.7,45.3205555555556,18.0,43.06,2.7333333333333294,733.15,98.8333333333333,2.833333333333329,18.5,2.6,45.635238999966525
60,0,21.5,39.9,19.7,40.9,21.4266666666667,40.53,19.1,41.09,18.1277777777778,52.09,3.32666666666667,92.3,19.1,37.7983333333333,21.755,45.5383333333333,18.0,43.23,2.7,733.2,99.0,3.0,16.0,2.6,17.70399040542543
50,0,21.5,39.9,19.7,40.8266666666667,21.445,40.5725,19.1,41.1633333333333,18.1055555555556,52.1144444444444,3.4,92.3,19.1,37.95,21.725,45.67,18.0,43.363333333333294,2.7,733.216666666667,99.0,2.833333333333329,16.5,2.6,18.68395112687721
50,0,21.39,39.79,19.6666666666667,40.863333333333294,21.5,40.7,19.0,41.09,18.1,52.1266666666667,3.29,92.3333333333333,19.1,38.04,21.73,46.0427777777778,18.05,43.645,2.7,733.233333333333,99.0,2.66666666666667,17.0,2.6,42.01089482521638
60,0,21.39,39.79,19.6,40.863333333333294,21.5,40.7,19.0,41.1633333333333,18.1,52.1022222222222,3.29,92.4,19.1,38.0,21.71,46.5772222222222,18.1,43.933333333333294,2.7,733.25,99.0,2.5,17.5,2.6,6.712099572177976
